x,y,z,vx,vy,vz,timestamp
-0.05514705882352941,-0.3676470588235294,0.0,-0.6066176470588236,-4.044117647058823,0.0,0.0
0.4954756631192263,-1.7073631894549186,0.0,2.912052293231052,-9.4279077305386,0.0,0.1
2.572472564323963,-4.046013879562648,0.0,10.075460255800568,-15.027168944429,0.0,0.2
7.794453160791761,-7.26093670442142,0.0,23.314537820568148,-20.40583285256411,0.0,0.3
16.449790331743237,-11.03481489472065,0.0,39.89226638844669,-24.949574521543404,0.0,0.4
27.97087412289544,-15.4595011339246,0.0,57.03945625153261,-29.34283706312846,0.0,0.5
41.95355388194312,-20.485853314609905,0.0,73.8609567562786,-33.593695990164065,0.0,0.6000000000000001
58.60669925565146,-23.681683747412567,0.0,91.00271853010585,-33.29118877165772,0.0,0.7000000000000001
76.54474957742634,-28.946691174472146,0.0,106.10966824747086,-36.60032025589118,0.0,0.8
94.24167018053488,-34.506662262090884,0.0,117.43443801246839,-39.63680244558818,0.0,0.9
110.06188231563905,-40.31661282372026,0.0,123.5834442146393,-42.42153944824472,0.0,1.0
124.27905651370132,-46.190507180083834,0.0,126.24967070388125,-44.76203859646349,0.0,1.1
135.1242760115281,-52.38382877593715,0.0,123.80665275111366,-47.11908603467523,0.0,1.2000000000000002
144.68319562985104,-59.052682424212705,0.0,120.08017775249415,-49.70348153666014,0.0,1.3
151.34893184209716,-65.21026586057496,0.0,113.2619505028498,-51.21872176890055,0.0,1.4
152.98842473780047,-71.9686751716619,0.0,101.268160923731,-53.24503389378483,0.0,1.5
151.17605463037344,-79.00905053017804,0.0,86.87907540224286,-55.312999674254804,0.0,1.6
141.78221016838242,-85.60526220728978,0.0,65.6060261774795,-56.565860526312015,0.0,1.7000000000000002
126.06139838724006,-92.25760883236208,0.0,39.9518961798002,-57.71234838900532,0.0,1.8
107.1914518923927,-98.957780901087,0.0,14.130798556414092,-58.76137686532552,0.0,1.9
87.12503728862059,-105.69874591803645,0.0,-9.706603610369747,-59.72114046306414,0.0,2.0
66.58430599095713,-112.67002011492757,0.0,-31.086795126768934,-60.81271726134108,0.0,2.1
45.119833896128426,-119.87663306520584,0.0,-50.858457601312516,-62.024861425254905,0.0,2.2
26.44246097458794,-126.51907909928606,0.0,-65.31228898356065,-62.49273424130901,0.0,2.3000000000000003
10.58675112095211,-133.98849165181647,0.0,-75.11428482208942,-63.775357769241296,0.0,2.4000000000000004
-7.391931320634885,-141.28835361475305,0.0,-86.00290019472304,-64.73481238136523,0.0,2.5
-15.99222134010719,-147.76183485288956,0.0,-86.00290019472304,-64.73481238136523,0.0,2.6
-24.592511359579493,-154.23531609102608,0.0,-86.00290019472304,-64.73481238136523,0.0,2.7
-32.348142263244625,-162.4735513921842,0.0,-85.1638778344217,-66.48778951924031,0.0,2.8000000000000003
-40.864530046686795,-169.12233034410824,0.0,-85.1638778344217,-66.48778951924031,0.0,2.9000000000000004
-49.380917830128965,-175.77110929603228,0.0,-85.1638778344217,-66.48778951924031,0.0,3.0
-57.897305613571135,-182.41988824795632,0.0,-85.1638778344217,-66.48778951924031,0.0,3.1
-66.4136933970133,-189.06866719988037,0.0,-85.1638778344217,-66.48778951924031,0.0,3.2
-74.93008118045547,-195.7174461518044,0.0,-85.1638778344217,-66.48778951924031,0.0,3.3000000000000003
-83.44646896389764,-202.36622510372845,0.0,-85.1638778344217,-66.48778951924031,0.0,3.4000000000000004
-91.96285674733981,-209.0150040556525,0.0,-85.1638778344217,-66.48778951924031,0.0,3.5
-100.47924453078198,-215.66378300757654,0.0,-85.1638778344217,-66.48778951924031,0.0,3.6
-108.99563231422415,-222.31256195950058,0.0,-85.1638778344217,-66.48778951924031,0.0,3.7
-117.51202009766632,-228.96134091142463,0.0,-85.1638778344217,-66.48778951924031,0.0,3.8
-126.02840788110849,-235.61011986334867,0.0,-85.1638778344217,-66.48778951924031,0.0,3.9
-134.54479566455066,-242.25889881527272,0.0,-85.1638778344217,-66.48778951924031,0.0,4.0
-143.06118344799285,-248.90767776719676,0.0,-85.1638778344217,-66.48778951924031,0.0,4.1000000000000005
-151.577571231435,-255.5564567191208,0.0,-85.1638778344217,-66.48778951924031,0.0,4.2
-160.09395901487716,-262.2052356710448,0.0,-85.1638778344217,-66.48778951924031,0.0,4.3
-170.7227622281285,-270.5852134634691,0.0,-86.51950549944019,-67.59877413368334,0.0,4.4
-184.764578957399,-279.24645773839313,0.0,-89.91054258775948,-68.79502007588638,0.0,4.5
